"Gene_name","Gene_id","Transcript_id"
"BOD1L1","ENSG00000038219.12","ENST00000507943.1"
"MAT2B","ENSG00000038274.16","ENST00000321757.10"
"TLL1","ENSG00000038295.7","ENST00000061240.6"
"TRIO","ENSG00000038382.18","ENST00000344135.5"
"VCAN","ENSG00000038427.15","ENST00000343200.9"
"CLEC16A","ENSG00000038532.14","ENST00000261657.5"
"MSR1","ENSG00000038945.14","ENST00000381998.8"
"CDH1","ENSG00000039068.18","ENST00000261769.9"
"SKIV2L2","ENSG00000039123.15","ENST00000230640.9"
"DNAH5","ENSG00000039139.9","ENST00000265104.4"
"FAM65A","ENSG00000039523.19","ENST00000042381.8"
"C6","ENSG00000039537.13","ENST00000337836.9"
"RAI14","ENSG00000039560.13","ENST00000265109.7"
"SOX30","ENSG00000039600.10","ENST00000519442.1"
"PNKP","ENSG00000039650.11","ENST00000596014.5"
"BEST2","ENSG00000039987.6","ENST00000553030.5"
"PHLPP2","ENSG00000040199.18","ENST00000568954.5"
"SPDL1","ENSG00000040275.16","ENST00000265295.8"
"STAU2","ENSG00000040341.17","ENST00000355780.9"
"PQLC2","ENSG00000040487.12","ENST00000375155.7"
"CTNS","ENSG00000040531.14","ENST00000046640.7"
"RTN4R","ENSG00000040608.13","ENST00000416372.5"
"PHF23","ENSG00000040633.12","ENST00000320316.7"
"INPP4A","ENSG00000040933.15","ENST00000074304.9"
"RAB27B","ENSG00000041353.9","ENST00000262094.9"
"PSMA4","ENSG00000041357.15","ENST00000559082.5"
"MYO16","ENSG00000041515.15","ENST00000357550.3"
"LSG1","ENSG00000041802.10","ENST00000265245.9"
"PARP3","ENSG00000041880.14","ENST00000398755.7"
"TNC","ENSG00000041982.15","ENST00000535648.5"
"THAP3","ENSG00000041988.15","ENST00000054650.8"
"FAM65C","ENSG00000042062.11","ENST00000327979.6"
"TDP1","ENSG00000042088.13","ENST00000335725.8"
"AIFM2","ENSG00000042286.14","ENST00000307864.2"
"C2orf83","ENSG00000042304.10","ENST00000264387.8"
"SPATA7","ENSG00000042317.16","ENST00000356583.9"
"RETSAT","ENSG00000042445.13","ENST00000295802.8"
"CAPG","ENSG00000042493.15","ENST00000409724.5"
"AP2S1","ENSG00000042753.11","ENST00000263270.10"
"USH2A","ENSG00000042781.12","ENST00000307340.7"
"ZPBP","ENSG00000042813.7","ENST00000046087.6"
"BARX2","ENSG00000043039.6","ENST00000281437.5"
"DCUN1D1","ENSG00000043093.13","ENST00000469954.5"
"JADE2","ENSG00000043143.20","ENST00000395003.5"
"ZIC2","ENSG00000043355.11","ENST00000376335.7"
"LCP2","ENSG00000043462.11","ENST00000521416.5"
"TRIT1","ENSG00000043514.15","ENST00000316891.9"
"ADRB1","ENSG00000043591.5","ENST00000369295.3"
"GUCA2B","ENSG00000044012.3","ENST00000372581.1"
"CUL7","ENSG00000044090.8","ENST00000265348.7"
"CTNNA1","ENSG00000044115.20","ENST00000302763.11"
"CNTLN","ENSG00000044459.14","ENST00000380647.7"
"EPHA3","ENSG00000044524.10","ENST00000336596.6"
"HSPA5","ENSG00000044574.7","ENST00000324460.6"
"DSG2","ENSG00000046604.12","ENST00000261590.12"
"GEMIN8","ENSG00000046647.13","ENST00000398355.7"
"GPM6B","ENSG00000046653.14","ENST00000454189.6"
"MAGEC2","ENSG00000046774.9","ENST00000247452.3"
"PREX2","ENSG00000046889.18","ENST00000288368.4"
"WDR37","ENSG00000047056.14","ENST00000358220.5"
"YTHDC2","ENSG00000047188.15","ENST00000161863.8"
"CTPS2","ENSG00000047230.14","ENST00000443824.5"
"ATP6V1H","ENSG00000047249.17","ENST00000359530.6"
"POLR2B","ENSG00000047315.15","ENST00000314595.5"
"ARAP2","ENSG00000047365.11","ENST00000303965.8"
"TPR","ENSG00000047410.13","ENST00000367478.8"
"KIAA0556","ENSG00000047578.12","ENST00000261588.8"
"DTNBP1","ENSG00000047579.19","ENST00000344537.9"
"XK","ENSG00000047597.5","ENST00000378616.3"
"ANO2","ENSG00000047617.14","ENST00000612575.1"
"C12orf4","ENSG00000047621.11","ENST00000261250.7"
"SCML1","ENSG00000047634.14","ENST00000380045.7"
"WWC3","ENSG00000047644.18","ENST00000380861.8"
"ARHGAP6","ENSG00000047648.21","ENST00000380736.5"
"FAM184B","ENSG00000047662.4","ENST00000265018.3"
"MAP4","ENSG00000047849.21","ENST00000429422.5"
"GOPC","ENSG00000047932.13","ENST00000052569.10"
"ROS1","ENSG00000047936.10","ENST00000368508.7"
"USP28","ENSG00000048028.11","ENST00000544967.5"
"HDAC9","ENSG00000048052.21","ENST00000406072.5"
"TSPAN17","ENSG00000048140.17","ENST00000508164.5"
"NOP16","ENSG00000048162.20","ENST00000614830.4"
"CC2D2A","ENSG00000048342.15","ENST00000515124.5"
"RRM2B","ENSG00000048392.11","ENST00000251810.7"
"TNFRSF17","ENSG00000048462.10","ENST00000053243.5"
"SNX29","ENSG00000048471.13","ENST00000566228.5"
"LMO3","ENSG00000048540.14","ENST00000616247.4"
"MRPS10","ENSG00000048544.5","ENST00000053468.3"
"GUCA1A","ENSG00000048545.13","ENST00000372958.1"
"RSF1","ENSG00000048649.13","ENST00000308488.10"
"CELF2","ENSG00000048740.18","ENST00000542579.5"
"FAM120A","ENSG00000048828.16","ENST00000277165.10"
"R3HDM1","ENSG00000048991.16","ENST00000429703.6"
"COL9A2","ENSG00000049089.13","ENST00000372748.7"
"ERCC8","ENSG00000049167.13","ENST00000265038.9"
"ADAMTS6","ENSG00000049192.14","ENST00000381055.7"
"H6PD","ENSG00000049239.12","ENST00000377403.6"
"VAMP3","ENSG00000049245.12","ENST00000054666.10"
"PER3","ENSG00000049246.14","ENST00000377532.7"
"UTS2","ENSG00000049247.13","ENST00000361696.9"
"TNFRSF9","ENSG00000049249.8","ENST00000615230.4"
"EPN3","ENSG00000049283.17","ENST00000268933.7"
"LTBP1","ENSG00000049323.15","ENST00000404525.5"
"RCN1","ENSG00000049449.8","ENST00000054950.3"
"ELN","ENSG00000049540.16","ENST00000357036.9"
"RFC2","ENSG00000049541.10","ENST00000055077.7"
"ARID1B","ENSG00000049618.22","ENST00000635928.1"
"CLPTM1L","ENSG00000049656.13","ENST00000320895.9"
"NEDD4L","ENSG00000049759.17","ENST00000617539.1"
"FOXP3","ENSG00000049768.14","ENST00000376199.6"
"PPP1R3F","ENSG00000049769.12","ENST00000055335.10"
"HEXB","ENSG00000049860.13","ENST00000261416.11"
"PTCD2","ENSG00000049883.14","ENST00000380639.9"
"KIAA2022","ENSG00000050030.13","ENST00000055682.10"
"JKAMP","ENSG00000050130.17","ENST00000261247.13"
"DKK3","ENSG00000050165.17","ENST00000326932.8"
"ARHGEF5","ENSG00000050327.14","ENST00000056217.9"
"MCUR1","ENSG00000050393.11","ENST00000379170.8"
"LIMA1","ENSG00000050405.13","ENST00000552491.5"
"LETMD1","ENSG00000050426.15","ENST00000262055.8"
"SLC4A8","ENSG00000050438.16","ENST00000358657.7"
"PTGER3","ENSG00000050628.20","ENST00000370924.4"
"TNIP3","ENSG00000050730.15","ENST00000057513.7"
"MAPK9","ENSG00000050748.17","ENST00000455781.5"
"COL23A1","ENSG00000050767.15","ENST00000407622.2"
"BCAR1","ENSG00000050820.16","ENST00000162330.9"
"HERPUD1","ENSG00000051108.14","ENST00000300302.9"
"HOMER3","ENSG00000051128.18","ENST00000392351.7"
"RAD51","ENSG00000051180.16","ENST00000423169.6"
"POLQ","ENSG00000051341.13","ENST00000264233.5"
"PIK3CB","ENSG00000051382.8","ENST00000477593.5"
"CYBA","ENSG00000051523.10","ENST00000261623.7"
"THOC3","ENSG00000051596.9","ENST00000265097.8"
"HEBP2","ENSG00000051620.10","ENST00000367697.7"
"MPHOSPH9","ENSG00000051825.14","ENST00000606320.5"
"PLEKHA5","ENSG00000052126.14","ENST00000299275.10"
"PRSS8","ENSG00000052344.15","ENST00000317508.10"
"SIKE1","ENSG00000052723.11","ENST00000369528.9"
"RRP12","ENSG00000052749.13","ENST00000370992.8"
"FNIP2","ENSG00000052795.12","ENST00000264433.10"
"MSMO1","ENSG00000052802.12","ENST00000261507.10"
"ALX4","ENSG00000052850.5","ENST00000329255.3"
"FSTL4","ENSG00000053108.16","ENST00000265342.11"
"FOXN3","ENSG00000053254.15","ENST00000345097.8"
"METTL24","ENSG00000053328.8","ENST00000338882.4"
"AKR7A2","ENSG00000053371.12","ENST00000235835.7"
"MRTO4","ENSG00000053372.4","ENST00000330263.4"
"NNAT","ENSG00000053438.8","ENST00000346199.2"
"USE1","ENSG00000053501.12","ENST00000263897.9"
"MCF2L2","ENSG00000053524.12","ENST00000328913.7"
"NRIP2","ENSG00000053702.14","ENST00000337508.8"
"AP5M1","ENSG00000053770.11","ENST00000431972.6"
"ANAPC4","ENSG00000053900.10","ENST00000315368.7"
"KCNQ1","ENSG00000053918.15","ENST00000155840.9"
"TRAPPC3","ENSG00000054116.11","ENST00000373166.7"
"THRAP3","ENSG00000054118.13","ENST00000354618.9"
"PHPT1","ENSG00000054148.17","ENST00000247665.11"
"ENTPD2","ENSG00000054179.11","ENST00000355097.6"
"LY75","ENSG00000054219.10","ENST00000263636.4"
"ARID4B","ENSG00000054267.21","ENST00000349213.7"
"PTPRN","ENSG00000054356.13","ENST00000443981.5"
"HHAT","ENSG00000054392.12","ENST00000367009.2"
"KIF1B","ENSG00000054523.17","ENST00000377086.5"
"FOXC1","ENSG00000054598.6","ENST00000380874.3"
"TBC1D22A","ENSG00000054611.13","ENST00000337137.8"
"SYNE2","ENSG00000054654.16","ENST00000458046.6"
"ATP9A","ENSG00000054793.13","ENST00000311637.9"
"SPO11","ENSG00000054796.12","ENST00000371263.7"
"CBLN4","ENSG00000054803.3","ENST00000064571.2"
"CHRDL2","ENSG00000054938.15","ENST00000263671.9"
"FAM168A","ENSG00000054965.10","ENST00000064778.8"
"RELT","ENSG00000054967.12","ENST00000393580.2"
"GALC","ENSG00000054983.16","ENST00000261304.6"
"NOP58","ENSG00000055044.10","ENST00000264279.9"
"SZRD1","ENSG00000055070.16","ENST00000401089.3"
"KCNH2","ENSG00000055118.14","ENST00000330883.8"
"CUL1","ENSG00000055130.15","ENST00000325222.8"
"FAM114A2","ENSG00000055147.18","ENST00000522858.5"
"TAB2","ENSG00000055208.18","ENST00000538427.5"
"GINM1","ENSG00000055211.12","ENST00000367419.9"
"EIF2AK2","ENSG00000055332.16","ENST00000233057.8"
"USP36","ENSG00000055483.19","ENST00000592231.5"
"KMT2C","ENSG00000055609.17","ENST00000360104.7"
"CCDC85A","ENSG00000055813.5","ENST00000407595.2"
"PUM2","ENSG00000055917.15","ENST00000319801.9"
"MRPL43","ENSG00000055950.16","ENST00000318364.12"
"HPF1","ENSG00000056050.6","ENST00000393381.2"
"ZFR","ENSG00000056097.15","ENST00000265069.12"
"ZNF280C","ENSG00000056277.15","ENST00000370978.8"
"PHF21B","ENSG00000056487.15","ENST00000629843.2"
"TRAF1","ENSG00000056558.10","ENST00000373887.7"
"RC3H2","ENSG00000056586.15","ENST00000373670.5"
"TRAF3IP2","ENSG00000056972.18","ENST00000392556.8"
"GYG2","ENSG00000056998.19","ENST00000381163.7"
"DCBLD2","ENSG00000057019.15","ENST00000326840.10"
"SERPINB3","ENSG00000057149.15","ENST00000283752.9"
"SOAT1","ENSG00000057252.12","ENST00000367619.7"
"PKP2","ENSG00000057294.14","ENST00000340811.8"
"MSH4","ENSG00000057468.6","ENST00000263187.3"
"F7","ENSG00000057593.13","ENST00000346342.7"
"GDI2","ENSG00000057608.16","ENST00000380191.8"
"PRDM1","ENSG00000057657.15","ENST00000369089.3"
"ATG5","ENSG00000057663.14","ENST00000369076.7"
"TMCC3","ENSG00000057704.12","ENST00000261226.8"
"PITHD1","ENSG00000057757.9","ENST00000246151.8"
"MTA3","ENSG00000057935.13","ENST00000406652.5"
"USP13","ENSG00000058056.8","ENST00000263966.7"
"ATP11B","ENSG00000058063.15","ENST00000323116.9"
"LAMC2","ENSG00000058085.14","ENST00000264144.4"
"CDK14","ENSG00000058091.16","ENST00000380050.7"
"SEC61A1","ENSG00000058262.9","ENST00000243253.7"
"PPP1R12A","ENSG00000058272.16","ENST00000450142.6"
"RASGRF1","ENSG00000058335.15","ENST00000558480.6"
"CAMK2B","ENSG00000058404.19","ENST00000457475.5"
"CROCC","ENSG00000058453.16","ENST00000375541.9"
"RIOK2","ENSG00000058729.10","ENST00000511293.1"
"NDC1","ENSG00000058804.11","ENST00000371429.3"
"DGKG","ENSG00000058866.14","ENST00000265022.7"
"TBXAS1","ENSG00000059377.16","ENST00000448866.5"
"ALDH18A1","ENSG00000059573.8","ENST00000371224.6"
"GATB","ENSG00000059691.11","ENST00000263985.10"
"MXD1","ENSG00000059728.10","ENST00000264444.6"
"CDK17","ENSG00000059758.7","ENST00000261211.7"
"SLC2A3","ENSG00000059804.15","ENST00000075120.11"
"PSD","ENSG00000059915.16","ENST00000611678.4"
"CTDP1","ENSG00000060069.16","ENST00000299543.8"
"YBX3","ENSG00000060138.12","ENST00000279550.11"
"STYK1","ENSG00000060140.8","ENST00000075503.7"
"WNK1","ENSG00000060237.16","ENST00000315939.10"
"OGFR","ENSG00000060491.16","ENST00000290291.10"
"GNA15","ENSG00000060558.3","ENST00000262958.3"
"CREB3L3","ENSG00000060566.13","ENST00000078445.6"
"PIGV","ENSG00000060642.10","ENST00000078527.8"
"PTPRU","ENSG00000060656.19","ENST00000428026.6"
"SNRNP40","ENSG00000060688.12","ENST00000263694.8"
"RIMBP2","ENSG00000060709.14","ENST00000261655.8"
"QSER1","ENSG00000060749.14","ENST00000399302.6"
"MPC1","ENSG00000060762.18","ENST00000360961.10"
"ACAA1","ENSG00000060971.17","ENST00000333167.12"
"BCAT1","ENSG00000060982.14","ENST00000261192.11"
"HDAC7","ENSG00000061273.17","ENST00000080059.11"
"LZTS1","ENSG00000061337.15","ENST00000265801.6"
"PRDM6","ENSG00000061455.10","ENST00000407847.4"
"WNT8A","ENSG00000061492.11","ENST00000398754.1"
"SPAG4","ENSG00000061656.9","ENST00000374273.7"
"NCKAP1","ENSG00000061676.14","ENST00000360982.2"
"MRPS35","ENSG00000061794.12","ENST00000081029.7"
"GUCY1B3","ENSG00000061918.12","ENST00000264424.12"
"SFSWAP","ENSG00000061936.9","ENST00000261674.8"
"TNK2","ENSG00000061938.16","ENST00000416152.5"
"CDH3","ENSG00000062038.13","ENST00000429102.6"
"ARSF","ENSG00000062096.14","ENST00000359361.2"
"GPBP1","ENSG00000062194.15","ENST00000264779.6"
"DGAT2","ENSG00000062282.14","ENST00000228027.11"
"ZNF112","ENSG00000062370.16","ENST00000354340.8"
"CS","ENSG00000062485.18","ENST00000351328.7"
"LTK","ENSG00000062524.15","ENST00000355166.9"
"MRPS24","ENSG00000062582.13","ENST00000317534.5"
"ELMO2","ENSG00000062598.17","ENST00000452857.5"
"WAPL","ENSG00000062650.17","ENST00000298767.9"
"APPBP2","ENSG00000062725.9","ENST00000083182.7"
"POLD1","ENSG00000062822.12","ENST00000440232.6"
"SEZ6","ENSG00000063015.19","ENST00000535262.1"
"EIF4B","ENSG00000063046.17","ENST00000262056.13"
"SLC6A16","ENSG00000063127.15","ENST00000335875.8"
"GLTSCR1","ENSG00000063169.10","ENST00000396720.7"
"SPHK2","ENSG00000063176.15","ENST00000599748.5"
"RPL18","ENSG00000063177.12","ENST00000084795.9"
"CA11","ENSG00000063180.8","ENST00000084798.8"
"ISOC2","ENSG00000063241.7","ENST00000425675.6"
"U2AF2","ENSG00000063244.12","ENST00000450554.6"
"EPN1","ENSG00000063245.14","ENST00000085079.11"
"MED29","ENSG00000063322.13","ENST00000615911.4"
"AHRR","ENSG00000063438.16","ENST00000316418.9"
"GSC2","ENSG00000063515.2","ENST00000086933.2"
"ZNF275","ENSG00000063587.13","ENST00000370251.3"
"MTMR1","ENSG00000063601.16","ENST00000445323.6"
"GPC1","ENSG00000063660.8","ENST00000264039.6"
"ADCK1","ENSG00000063761.15","ENST00000238561.9"
"HAGH","ENSG00000063854.12","ENST00000397353.6"
"RNF4","ENSG00000063978.15","ENST00000314289.12"
"CASP8","ENSG00000064012.21","ENST00000323492.11"
"LIMCH1","ENSG00000064042.17","ENST00000396595.7"
"INTS13","ENSG00000064102.14","ENST00000538155.5"
"TM7SF3","ENSG00000064115.10","ENST00000343028.8"
"DLX3","ENSG00000064195.7","ENST00000434704.2"
"SPA17","ENSG00000064199.6","ENST00000227135.6"
"WISP2","ENSG00000064205.10","ENST00000190983.4"
"DMRT3","ENSG00000064218.4","ENST00000190165.2"
"ST3GAL6","ENSG00000064225.12","ENST00000483910.5"
"ATP2C2","ENSG00000064270.12","ENST00000262429.8"
"NGFR","ENSG00000064300.8","ENST00000172229.7"
"CDON","ENSG00000064309.14","ENST00000392693.7"
"TAF2","ENSG00000064313.11","ENST00000378164.6"
"HIPK2","ENSG00000064393.15","ENST00000406875.7"
"TNPO3","ENSG00000064419.13","ENST00000265388.9"
"TMEM161A","ENSG00000064545.14","ENST00000162044.13"
"LPAR2","ENSG00000064547.13","ENST00000407877.7"
"CTSA","ENSG00000064601.16","ENST00000191018.9"
"SUGP2","ENSG00000064607.16","ENST00000452918.6"
"SLC12A2","ENSG00000064651.13","ENST00000262461.6"
"SNX24","ENSG00000064652.10","ENST00000261369.8"
"EYA2","ENSG00000064655.18","ENST00000327619.9"
"CNN2","ENSG00000064666.14","ENST00000263097.8"
"ABCA7","ENSG00000064687.12","ENST00000435683.6"
"SNCAIP","ENSG00000064692.18","ENST00000261368.12"
"DDX20","ENSG00000064703.11","ENST00000369702.4"
"BTBD1","ENSG00000064726.9","ENST00000261721.8"
"FAR2","ENSG00000064763.10","ENST00000536681.7"
"BCAS1","ENSG00000064787.13","ENST00000371435.6"
"POU1F1","ENSG00000064835.10","ENST00000350375.6"
"CHI3L2","ENSG00000064886.13","ENST00000369748.8"
"SBNO2","ENSG00000064932.15","ENST00000361757.7"
"PMS1","ENSG00000064933.17","ENST00000441310.6"
"HMG20B","ENSG00000064961.18","ENST00000333651.10"
"CALCRL","ENSG00000064989.12","ENST00000409998.5"
"TAF11","ENSG00000064995.16","ENST00000361288.8"
"ANKS1A","ENSG00000064999.13","ENST00000360359.4"
"AP3D1","ENSG00000065000.15","ENST00000355272.10"
"ZNF76","ENSG00000065029.14","ENST00000339411.5"
"SLC9A3R2","ENSG00000065054.13","ENST00000566198.1"
"NTHL1","ENSG00000065057.7","ENST00000219066.5"
"UHRF1BP1","ENSG00000065060.16","ENST00000192788.5"
"GNAI3","ENSG00000065135.10","ENST00000369851.5"
"IPO5","ENSG00000065150.18","ENST00000261574.9"
"OAT","ENSG00000065154.11","ENST00000368845.5"
"WDR3","ENSG00000065183.15","ENST00000349139.5"
"PKN2","ENSG00000065243.19","ENST00000370521.7"
"WDR18","ENSG00000065268.10","ENST00000585809.5"
"TRAM2","ENSG00000065308.4","ENST00000182527.3"
"NTN1","ENSG00000065320.8","ENST00000173229.6"
"GLP2R","ENSG00000065325.12","ENST00000262441.9"
"MCM10","ENSG00000065328.16","ENST00000378714.7"
"ERBB3","ENSG00000065361.14","ENST00000549832.1"
"ROPN1","ENSG00000065371.17","ENST00000405845.7"
"ANKRD44","ENSG00000065413.18","ENST00000282272.14"
"KARS","ENSG00000065427.14","ENST00000302445.7"
"ADAT1","ENSG00000065457.10","ENST00000568510.1"
"PDIA5","ENSG00000065485.19","ENST00000316218.11"
"TBC1D22B","ENSG00000065491.8","ENST00000373491.3"
"NDUFB4","ENSG00000065518.7","ENST00000184266.2"
"MYLK","ENSG00000065534.18","ENST00000578202.1"
"ZC3H15","ENSG00000065548.17","ENST00000337859.10"
"MAP2K4","ENSG00000065559.14","ENST00000353533.9"
"TMEM206","ENSG00000065600.12","ENST00000535273.2"
"SNAP91","ENSG00000065609.14","ENST00000521743.5"
"SLK","ENSG00000065613.13","ENST00000335753.8"
"COL17A1","ENSG00000065618.18","ENST00000433822.1"
"GSTO2","ENSG00000065621.14","ENST00000338595.6"
"SEC61A2","ENSG00000065665.20","ENST00000379033.7"
"PRKCQ","ENSG00000065675.14","ENST00000610727.1"
"TLE2","ENSG00000065717.14","ENST00000262953.10"
"FAM107B","ENSG00000065809.13","ENST00000378470.5"
"ME1","ENSG00000065833.8","ENST00000369705.3"
"SLC9A7","ENSG00000065923.9","ENST00000616978.4"
"FOXJ2","ENSG00000065970.8","ENST00000162391.7"
"YBX1","ENSG00000065978.18","ENST00000321358.11"
"PDE4A","ENSG00000065989.15","ENST00000380702.6"
"PPP2R5A","ENSG00000066027.11","ENST00000261461.6"
"CTNNA2","ENSG00000066032.18","ENST00000541047.5"
"ELAVL1","ENSG00000066044.14","ENST00000596459.5"
"TIE1","ENSG00000066056.13","ENST00000372476.7"
"DIP2B","ENSG00000066084.12","ENST00000301180.9"
"SMARCD1","ENSG00000066117.14","ENST00000394963.8"
"KDM4A","ENSG00000066135.12","ENST00000372396.3"
"NFYC","ENSG00000066136.20","ENST00000447388.7"
"ZMYND12","ENSG00000066185.12","ENST00000372565.7"
"SLC9A3","ENSG00000066230.10","ENST00000264938.7"
"NGEF","ENSG00000066248.14","ENST00000264051.7"
"ASPM","ENSG00000066279.17","ENST00000367408.5"
"CD84","ENSG00000066294.14","ENST00000534968.5"
"ELOVL1","ENSG00000066322.14","ENST00000372458.7"
"SPI1","ENSG00000066336.11","ENST00000378538.7"
"ZNRD1","ENSG00000066379.14","ENST00000332435.9"
"MPPED2","ENSG00000066382.16","ENST00000358117.9"
"CLDN18","ENSG00000066405.12","ENST00000343735.8"
"ZBTB11","ENSG00000066422.4","ENST00000312938.4"
"GOLGA5","ENSG00000066455.12","ENST00000163416.6"
"FGFR2","ENSG00000066468.22","ENST00000613324.4"
"LRRC40","ENSG00000066557.5","ENST00000370952.3"
"ISOC1","ENSG00000066583.11","ENST00000173527.5"
"EML1","ENSG00000066629.16","ENST00000262233.10"
"TRMT11","ENSG00000066651.18","ENST00000334379.10"
"THUMPD1","ENSG00000066654.13","ENST00000381337.6"
"MSANTD3","ENSG00000066697.14","ENST00000395067.6"
"KIF26A","ENSG00000066735.14","ENST00000315264.7"
"ATG2B","ENSG00000066739.11","ENST00000359933.5"
"MTFR1","ENSG00000066855.15","ENST00000262146.8"
"FECH","ENSG00000066926.10","ENST00000382873.7"
"MYO9A","ENSG00000066933.15","ENST00000356056.9"
"DDX3Y","ENSG00000067048.16","ENST00000336079.7"
"PFKP","ENSG00000067057.16","ENST00000381125.8"
"IDI1","ENSG00000067064.10","ENST00000381344.7"
"SP100","ENSG00000067066.16","ENST00000409341.5"
"KLF6","ENSG00000067082.14","ENST00000497571.5"
"PLPP1","ENSG00000067113.16","ENST00000307259.8"
"NEO1","ENSG00000067141.16","ENST00000560328.1"
"TRAM1","ENSG00000067167.7","ENST00000262213.6"
"PHKA1","ENSG00000067177.14","ENST00000339490.7"
"TNFRSF1A","ENSG00000067182.7","ENST00000162749.6"
"CACNB1","ENSG00000067191.15","ENST00000622445.4"
"EVI5","ENSG00000067208.14","ENST00000540033.2"
"STOML1","ENSG00000067221.13","ENST00000316911.10"
"PKM","ENSG00000067225.17","ENST00000335181.9"
"DHX29","ENSG00000067248.9","ENST00000251636.9"
"TP53BP1","ENSG00000067369.13","ENST00000382044.8"
"RHOA","ENSG00000067560.10","ENST00000418115.5"
"DHX8","ENSG00000067596.10","ENST00000587574.1"
"ZFY","ENSG00000067646.11","ENST00000155093.7"
"IARS2","ENSG00000067704.9","ENST00000366922.2"
"SYT1","ENSG00000067715.13","ENST00000457153.6"
"NAV3","ENSG00000067798.14","ENST00000552895.5"
"IDH3G","ENSG00000067829.18","ENST00000217901.9"
"PDZD4","ENSG00000067840.12","ENST00000544474.5"
"ATP2B3","ENSG00000067842.17","ENST00000263519.4"
"CBFB","ENSG00000067955.13","ENST00000412916.6"
"PDK3","ENSG00000067992.12","ENST00000441463.2"
"HYAL2","ENSG00000068001.13","ENST00000357750.8"
"HDAC4","ENSG00000068024.16","ENST00000345617.7"
"RASSF1","ENSG00000068028.17","ENST00000327761.7"
"FGFR3","ENSG00000068078.17","ENST00000352904.5"
"IFI35","ENSG00000068079.7","ENST00000438323.2"
"HEATR6","ENSG00000068097.14","ENST00000184956.10"
"COASY","ENSG00000068120.14","ENST00000393818.2"
"MEF2A","ENSG00000068305.17","ENST00000338042.10"
"OTUD5","ENSG00000068308.13","ENST00000376488.7"
"TBC1D25","ENSG00000068354.15","ENST00000376771.8"
"ACSL4","ENSG00000068366.19","ENST00000348502.10"
"INPP5A","ENSG00000068383.18","ENST00000368594.7"
"GPKOW","ENSG00000068394.10","ENST00000156109.6"
"GRIPAP1","ENSG00000068400.13","ENST00000376423.8"
"FTSJ1","ENSG00000068438.14","ENST00000348411.2"
